split,case,image,mask
train,cju5y84q3mdv50817eyp82xf3,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5y84q3mdv50817eyp82xf3.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5y84q3mdv50817eyp82xf3.png
train,536,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/536.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/536.png
train,cju5ktjwofed70817eg58ef7u,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5ktjwofed70817eg58ef7u.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5ktjwofed70817eg58ef7u.png
train,cju34ouumcznz07996gg1xq7v,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju34ouumcznz07996gg1xq7v.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju34ouumcznz07996gg1xq7v.png
train,cju77idwfz36d0871tzfzz51i,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju77idwfz36d0871tzfzz51i.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju77idwfz36d0871tzfzz51i.png
train,243,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/243.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/243.png
train,382,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/382.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/382.png
train,477,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/477.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/477.png
train,346,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/346.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/346.png
train,cju1brhsj3rls0855a1vgdlen,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju1brhsj3rls0855a1vgdlen.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju1brhsj3rls0855a1vgdlen.png
train,cju42xpi8lw4w0871ve317a1p,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju42xpi8lw4w0871ve317a1p.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju42xpi8lw4w0871ve317a1p.png
train,cju34repocy5208780gswillm,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju34repocy5208780gswillm.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju34repocy5208780gswillm.png
train,cju34fojcctcf0799ebolbvkn,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju34fojcctcf0799ebolbvkn.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju34fojcctcf0799ebolbvkn.png
train,422,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/422.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/422.png
train,195,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/195.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/195.png
train,256,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/256.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/256.png
train,cju320gyvbch60801v2amdi2g,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju320gyvbch60801v2amdi2g.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju320gyvbch60801v2amdi2g.png
train,149,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/149.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/149.png
train,cju7f6cqy2ur20818t1saazbm,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7f6cqy2ur20818t1saazbm.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7f6cqy2ur20818t1saazbm.png
train,cju5ekty5ckzf07550c9u3ckk,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5ekty5ckzf07550c9u3ckk.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5ekty5ckzf07550c9u3ckk.png
train,cju2s16zp317h0799gr67jqc2,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2s16zp317h0799gr67jqc2.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2s16zp317h0799gr67jqc2.png
train,145,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/145.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/145.png
train,cju8bljw9rqk20801kr54akrl,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju8bljw9rqk20801kr54akrl.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju8bljw9rqk20801kr54akrl.png
train,57,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/57.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/57.png
train,cju2lyynuymli0855g7fxgbhe,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2lyynuymli0855g7fxgbhe.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2lyynuymli0855g7fxgbhe.png
train,cju8dpa89u6l80818dj6lldh9,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju8dpa89u6l80818dj6lldh9.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju8dpa89u6l80818dj6lldh9.png
train,cju7et17a2vjk0755e743npl1,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7et17a2vjk0755e743npl1.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7et17a2vjk0755e743npl1.png
train,92,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/92.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/92.png
train,34,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/34.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/34.png
train,211,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/211.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/211.png
train,cju7bc95p1mdm0817yqj5jc6j,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7bc95p1mdm0817yqj5jc6j.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7bc95p1mdm0817yqj5jc6j.png
train,305,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/305.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/305.png
train,383,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/383.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/383.png
train,405,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/405.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/405.png
train,cju5nxkujgscq0817l9gss626,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5nxkujgscq0817l9gss626.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5nxkujgscq0817l9gss626.png
train,cju5bmhdcafs909878qfzrqzi,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5bmhdcafs909878qfzrqzi.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5bmhdcafs909878qfzrqzi.png
train,cju1h5w4wxajx0835mc954kxy,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju1h5w4wxajx0835mc954kxy.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju1h5w4wxajx0835mc954kxy.png
train,491,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/491.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/491.png
train,608,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/608.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/608.png
train,cju5eq8c8ck690850vix98hv3,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5eq8c8ck690850vix98hv3.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5eq8c8ck690850vix98hv3.png
train,cju43kj2pm34f0850l28ahpni,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju43kj2pm34f0850l28ahpni.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju43kj2pm34f0850l28ahpni.png
train,cju7ejm2l2ncl0801wq6y84nw,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7ejm2l2ncl0801wq6y84nw.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7ejm2l2ncl0801wq6y84nw.png
train,cju2ouil2mssu0993hvxsed6d,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2ouil2mssu0993hvxsed6d.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2ouil2mssu0993hvxsed6d.png
train,479,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/479.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/479.png
train,cju5wj0faly5008187n6530af,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5wj0faly5008187n6530af.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5wj0faly5008187n6530af.png
train,cju7db7lp2f400755tntd1ohf,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7db7lp2f400755tntd1ohf.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7db7lp2f400755tntd1ohf.png
train,cju2hx006vidl0799igm81vmh,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2hx006vidl0799igm81vmh.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2hx006vidl0799igm81vmh.png
train,330,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/330.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/330.png
train,311,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/311.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/311.png
train,cju7flevb2wii08188otgs9p2,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7flevb2wii08188otgs9p2.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7flevb2wii08188otgs9p2.png
train,cju34uhepd3dd0799hs8782ad,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju34uhepd3dd0799hs8782ad.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju34uhepd3dd0799hs8782ad.png
train,86,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/86.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/86.png
train,cju2pjb9v0ywn0878j5g5n69j,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2pjb9v0ywn0878j5g5n69j.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2pjb9v0ywn0878j5g5n69j.png
train,cju6ywm40wdbo0987pbftsvtg,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju6ywm40wdbo0987pbftsvtg.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju6ywm40wdbo0987pbftsvtg.png
train,cju5hwonqedw10801vsd3w6kk,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5hwonqedw10801vsd3w6kk.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5hwonqedw10801vsd3w6kk.png
train,cju1fj6axwfp30835ukhuzhw9,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju1fj6axwfp30835ukhuzhw9.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju1fj6axwfp30835ukhuzhw9.png
train,cju5uzmaol56l0817flxh4w9p,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5uzmaol56l0817flxh4w9p.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5uzmaol56l0817flxh4w9p.png
train,76,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/76.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/76.png
train,cjyzurzvohqnr0794es1itzek,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cjyzurzvohqnr0794es1itzek.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cjyzurzvohqnr0794es1itzek.png
train,cju2trbpkv0c00988hxla5dzz,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2trbpkv0c00988hxla5dzz.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2trbpkv0c00988hxla5dzz.png
train,cju2yljr0yzhw0988ecf271ly,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2yljr0yzhw0988ecf271ly.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2yljr0yzhw0988ecf271ly.png
train,58,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/58.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/58.png
train,580,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/580.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/580.png
train,570,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/570.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/570.png
train,cju3uwz6ogsp10801h2r3bj5l,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju3uwz6ogsp10801h2r3bj5l.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju3uwz6ogsp10801h2r3bj5l.png
train,589,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/589.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/589.png
train,235,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/235.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/235.png
train,cju7ebe962hr409872ovibahw,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7ebe962hr409872ovibahw.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7ebe962hr409872ovibahw.png
train,cju1djtprvd7b0988thwwrg09,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju1djtprvd7b0988thwwrg09.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju1djtprvd7b0988thwwrg09.png
train,cju2xwm1s84l50799i60mq0pu,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2xwm1s84l50799i60mq0pu.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2xwm1s84l50799i60mq0pu.png
train,cju5kre09fhka0850h7b1898j,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5kre09fhka0850h7b1898j.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5kre09fhka0850h7b1898j.png
train,cju5c7oijaqmq09878qwgqv8n,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5c7oijaqmq09878qwgqv8n.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5c7oijaqmq09878qwgqv8n.png
train,cju412uwlkva50850d1ps1ww7,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju412uwlkva50850d1ps1ww7.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju412uwlkva50850d1ps1ww7.png
train,558,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/558.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/558.png
train,cju85l4yjlops0801fvmnwptf,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju85l4yjlops0801fvmnwptf.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju85l4yjlops0801fvmnwptf.png
train,cju30qbm1ad3x0855znuhpz9u,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju30qbm1ad3x0855znuhpz9u.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju30qbm1ad3x0855znuhpz9u.png
train,cju16jgnyzp970878melv7r25,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju16jgnyzp970878melv7r25.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju16jgnyzp970878melv7r25.png
train,54,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/54.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/54.png
train,216,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/216.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/216.png
train,cju424hy5lckr085073fva1ok,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju424hy5lckr085073fva1ok.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju424hy5lckr085073fva1ok.png
train,cju2zkpdl9h7t0799ix60teqg,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2zkpdl9h7t0799ix60teqg.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2zkpdl9h7t0799ix60teqg.png
train,ck2bxskgxxzfv08386xkqtqdy,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/ck2bxskgxxzfv08386xkqtqdy.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/ck2bxskgxxzfv08386xkqtqdy.png
train,cju7fd6yt2p740987wkr8exo1,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7fd6yt2p740987wkr8exo1.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7fd6yt2p740987wkr8exo1.png
train,cju0qx73cjw570799j4n5cjze,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju0qx73cjw570799j4n5cjze.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju0qx73cjw570799j4n5cjze.png
train,cju2xyd9vyi7m098831qcucse,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2xyd9vyi7m098831qcucse.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2xyd9vyi7m098831qcucse.png
train,cju1c8ffau5770835g0g343o8,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju1c8ffau5770835g0g343o8.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju1c8ffau5770835g0g343o8.png
train,cju16fpvhzypl0799p9phnlx6,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju16fpvhzypl0799p9phnlx6.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju16fpvhzypl0799p9phnlx6.png
train,cju30525w04r10835ygp257sb,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju30525w04r10835ygp257sb.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju30525w04r10835ygp257sb.png
train,cju5gucasds9d0801019axylx,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5gucasds9d0801019axylx.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5gucasds9d0801019axylx.png
train,cju5u4pywk81x0817vn9pe14z,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5u4pywk81x0817vn9pe14z.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5u4pywk81x0817vn9pe14z.png
train,32,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/32.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/32.png
train,cju2z9vlp9j0w0801oag91sy9,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2z9vlp9j0w0801oag91sy9.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2z9vlp9j0w0801oag91sy9.png
train,cju83u9ftk3ni0987qnhlcinv,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju83u9ftk3ni0987qnhlcinv.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju83u9ftk3ni0987qnhlcinv.png
train,cju410dnfl0960755y8lu8d79,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju410dnfl0960755y8lu8d79.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju410dnfl0960755y8lu8d79.png
train,415,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/415.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/415.png
train,82,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/82.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/82.png
train,123,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/123.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/123.png
train,38,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/38.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/38.png
train,cju302fqq9spc0878rrygyzzz,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju302fqq9spc0878rrygyzzz.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju302fqq9spc0878rrygyzzz.png
train,cju2zi4l09f5807991s8do2b2,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2zi4l09f5807991s8do2b2.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2zi4l09f5807991s8do2b2.png
train,120,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/120.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/120.png
train,cju892fesoq2g0801n0e0jyia,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju892fesoq2g0801n0e0jyia.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju892fesoq2g0801n0e0jyia.png
train,cju7adqyj1jcx08712r1ro5gx,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7adqyj1jcx08712r1ro5gx.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7adqyj1jcx08712r1ro5gx.png
train,389,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/389.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/389.png
train,427,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/427.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/427.png
train,cjyzjzssvd8pq0838f4nolj5l,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cjyzjzssvd8pq0838f4nolj5l.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cjyzjzssvd8pq0838f4nolj5l.png
train,cju31t8xd17bk0835rnb893jk,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju31t8xd17bk0835rnb893jk.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju31t8xd17bk0835rnb893jk.png
train,cju3yb47cj1xq0817zfotbni4,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju3yb47cj1xq0817zfotbni4.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju3yb47cj1xq0817zfotbni4.png
train,581,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/581.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/581.png
train,ck2395w2mb4vu07480otsu6tw,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/ck2395w2mb4vu07480otsu6tw.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/ck2395w2mb4vu07480otsu6tw.png
train,cju40jl7skiuo0817p0smlgg8,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju40jl7skiuo0817p0smlgg8.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju40jl7skiuo0817p0smlgg8.png
train,cju2uokeg5jm20799xwgsyz89,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2uokeg5jm20799xwgsyz89.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2uokeg5jm20799xwgsyz89.png
train,cju5woy82m07m08505dmjg7g1,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5woy82m07m08505dmjg7g1.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5woy82m07m08505dmjg7g1.png
train,cju2xs6na81t20878pt6nkfip,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2xs6na81t20878pt6nkfip.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2xs6na81t20878pt6nkfip.png
train,cju7dhpsc2dnn0818025m6857,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7dhpsc2dnn0818025m6857.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7dhpsc2dnn0818025m6857.png
train,241,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/241.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/241.png
train,cju8at3s1qqqx0850hcq8nmnq,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju8at3s1qqqx0850hcq8nmnq.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju8at3s1qqqx0850hcq8nmnq.png
train,cju7bfx651qr80801cs7epotb,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7bfx651qr80801cs7epotb.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7bfx651qr80801cs7epotb.png
train,cju324q101fhe08350wae9cif,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju324q101fhe08350wae9cif.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju324q101fhe08350wae9cif.png
train,cju8c3xs7sauj0801ieyzezr5,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju8c3xs7sauj0801ieyzezr5.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju8c3xs7sauj0801ieyzezr5.png
train,cju7dvl5m2n4t0755hlnnjjet,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7dvl5m2n4t0755hlnnjjet.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7dvl5m2n4t0755hlnnjjet.png
train,cju5wuhm1lwm40987vugqn3vv,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5wuhm1lwm40987vugqn3vv.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5wuhm1lwm40987vugqn3vv.png
train,cju5ew4h9cqaf0818rrczkmqh,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5ew4h9cqaf0818rrczkmqh.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5ew4h9cqaf0818rrczkmqh.png
train,214,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/214.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/214.png
train,cju7aifyo1p3n07552nxjx51f,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7aifyo1p3n07552nxjx51f.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7aifyo1p3n07552nxjx51f.png
train,cju5hjxaae3i40850h5z2laf5,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5hjxaae3i40850h5z2laf5.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5hjxaae3i40850h5z2laf5.png
